student_id,academy_id,course_type,batch,attendance_pct,missed_sessions_count,late_submission_count,days_since_last_activity,quiz_attempt_count,quiz_avg_score,simulator_score_avg,technical_rating,non_technical_rating,instructor_eval_avg,flight_or_sim_hours,progress_pct,schedule_changes_count,prior_intervention_flag,final_outcome
STD_12,A4,Technical,B3,75.45718275398497,2.454281724601503,0,4.581546843932106,4,58.685365886734495,62.197914333855856,1.8420219268108202,4.031474162837942,2.7516245820612495,114.9607361033275,69.73993617565704,4,0,needs_attention
STD_13,A1,Technical,B1,52.62095780292938,4.737904219707062,5,7.638586914275464,13,40.795664998955,30.0,2.1765476355186317,3.2644715104300315,2.3874529335286048,77.44388478289812,61.33072190037667,1,1,critical
STD_14,A1,Arts,B3,82.41665121125428,1.7583348788745723,4,0.0,7,72.30786362923197,68.22227472115385,4.039964484427694,3.1037081308072523,3.750605545173583,104.84988952043167,73.64759184788025,3,0,on_track
STD_15,A1,Science,B3,85.85420428766669,3.414579571233331,7,9.044499343477884,11,70.24353344740753,79.3704391722935,2.8749171187166915,3.6715855986487735,3.5561667926647713,106.0145813317057,78.35070042491627,1,0,on_track
STD_16,A2,Arts,B2,100.0,2.0,5,7.149827200486257,9,100.0,100.0,5.0,5.0,4.8989401384878395,79.74583966676737,96.3456718990814,3,0,on_track
STD_17,A2,Arts,B2,91.13149594657557,1.886850405342443,7,7.871984569728948,5,84.8442430727181,87.16621559805436,4.267904858948066,5.0,5.0,112.70835460834215,87.9041718891736,4,0,on_track
STD_18,A2,Science,B2,46.51235418126799,6.348764581873201,2,13.428647687962211,13,52.98099276419644,45.56925661826751,3.4482628658887418,1.7549996006410353,2.3659211670013858,66.98160262943703,48.185797452407535,0,1,critical
STD_19,A1,Science,B3,76.17644098527964,2.382355901472036,3,3.3923888905646535,2,60.130517538254594,52.44948762906834,2.5789226857571848,3.614941157910721,3.546472119075065,82.89517232674592,65.39657249616708,0,0,on_track
STD_20,A3,Science,B2,100.0,2.0,3,8.365995995110218,7,96.7581397103332,97.91740346498042,5.0,5.0,5.0,141.95390378010654,100.0,1,0,on_track
STD_21,A1,Technical,B1,84.35323285352456,2.564676714647544,2,9.780670014226192,10,90.06901364031634,92.31672020963714,3.3080596048531983,3.4914124441323797,3.0326658688502857,104.12268376339266,85.56882580779394,3,0,needs_attention
STD_22,A1,Arts,B1,79.92978240559813,4.007021759440187,4,6.565063105355026,1,77.86764764578783,92.73107772625382,3.7286304819713285,4.257334750070398,4.587439896145664,77.1948507172549,85.8323433410936,0,0,on_track
STD_23,A2,Arts,B3,88.50342988372854,3.149657011627146,6,10.250247002887011,7,77.00986786907069,84.77630668936831,3.001208538142068,3.087329169668309,2.9109255939478804,95.54247620205872,80.66321946142214,3,0,on_track
STD_24,A2,Technical,B3,65.66432707513795,3.433567292486205,2,8.837100424419912,6,57.71661090069605,58.38946280380397,3.8113576334596857,3.529336085989325,4.03188218160884,83.56456206473342,71.7921059619523,4,0,on_track
STD_25,A3,Science,B2,82.17134994941183,1.7828650050588166,7,3.6269161578419156,7,83.90291553973957,81.22125751366421,4.06429528007906,3.61102501352667,3.881354883381755,124.80753806148579,84.24334621741866,1,0,on_track
STD_26,A1,Technical,B3,71.24297941512134,4.875702058487866,4,11.28964554090625,14,78.2916654324275,100.0,3.8287407329367333,3.3383503754978605,3.6958779215528463,86.41070131684276,80.4191210199693,3,0,on_track
STD_27,A2,Technical,B3,74.70564771284288,4.5294352287157125,1,8.075881511949614,13,63.96631984253786,68.97907824250503,3.419935041169499,4.061224359610628,4.010941734537756,131.5127969230408,70.98718389283522,1,0,on_track
STD_28,A2,Technical,B1,87.4268177354266,3.2573182264573406,2,11.742644596529274,10,83.2344988029312,77.88448509431083,4.159322346982917,4.594966964517456,4.630900011090887,67.7787549193125,81.84661816314858,3,0,on_track
STD_29,A1,Arts,B1,61.09930346261728,5.890069653738272,4,9.694237753393082,3,53.680110561257784,51.88312717252597,2.387124749862222,3.050974570955012,2.6164056914715785,79.90259665789476,56.81402170127782,5,0,critical
STD_30,A3,Technical,B2,94.31973710702907,0.568026289297093,2,0.0,3,85.91658898191207,78.89695106188726,3.6675058237810796,5.0,4.493252590672118,81.90275970958344,84.02463680279384,5,0,on_track
STD_31,A1,Arts,B3,68.65782058371686,4.1342179416283145,2,10.46915286926657,7,54.35716371196367,35.12076750516056,2.8021148867648984,2.5828030228764307,2.8294389094302153,74.43233818346593,62.379889754048044,3,0,needs_attention
STD_32,A1,Arts,B3,78.90994249725611,2.109005750274389,6,8.256021989431563,13,60.44047747955698,62.941685409215566,3.2114406903225885,4.047704310613512,3.693640860374824,79.99254115644095,72.38262087083561,4,0,on_track
STD_33,A4,Arts,B1,53.99238059587586,5.600761940412414,6,5.195076376424107,2,42.52728858629143,56.786922318749944,2.4740530475154356,2.3045339643645515,2.3282985457910748,62.770056697960385,49.634957770469306,1,1,critical
STD_34,A4,Science,B3,85.79755936307086,3.420244063692914,7,12.172924640869443,1,79.0021848606673,65.95772724268886,4.906472668186626,4.748893702493536,4.891152635298356,127.50221578124786,89.73019568779377,2,0,on_track
STD_35,A4,Arts,B1,96.69755903919867,1.3302440960801334,4,9.821348276757528,9,86.44992365824064,86.89202442527278,3.2356117307050356,5.0,4.708068089211276,126.79998609644962,91.8528357315009,3,0,on_track
STD_36,A2,Arts,B2,67.2803767617278,3.2719623238272204,4,3.922061361452678,9,60.67274643432401,55.01750820122324,2.999778723039848,3.725692947518392,3.2742276296448733,91.69307861014634,55.16735666655519,3,0,on_track
STD_37,A1,Science,B1,58.346649202356005,4.165335079764399,0,5.867203574464842,7,64.77218273868722,68.94420294324604,3.834478054845075,3.7400233764713677,4.149226941599484,69.68628670339058,78.6371876716874,5,1,on_track
STD_38,A3,Arts,B3,79.16974597114063,4.083025402885937,2,8.372987337738303,7,58.250284258244875,56.871643004448345,2.8502530006928115,4.52166106477452,3.5000661055587265,75.92021213001655,67.34891857856572,0,0,on_track
STD_39,A2,Technical,B2,96.82215967487613,0.31778403251238674,3,1.5235233773241976,3,77.7877710499981,66.90733381465729,2.72030232565327,4.7623973168571005,3.4769554225583623,113.24725466699344,94.05212976888114,5,0,on_track
STD_40,A1,Technical,B1,53.252151517786416,6.674784848221359,2,14.876770772779746,10,30.0,30.0,1.0,2.661973649145572,2.813906628106686,82.62909478361671,36.43005755544774,1,1,critical
STD_41,A2,Arts,B1,58.40537728157487,4.1594622718425125,2,9.904322018478563,2,30.0,30.0,1.6642849248386598,3.220738054434607,2.604518748733406,76.30616956879572,48.269287236286694,5,1,critical
STD_42,A1,Science,B2,68.18715662532726,3.181284337467274,4,2.713498608026095,11,69.94735794785487,80.70190361175253,3.6434665448344137,3.477445168640278,3.73070989512423,94.91743845867225,64.91850811398147,2,0,on_track
STD_43,A4,Technical,B2,62.69484263203957,5.730515736796043,2,6.618161172549593,7,56.04884183582785,66.39491605126906,3.138701940961903,3.4873287925568373,3.491583698309631,99.16883213422963,45.92326752233225,4,0,needs_attention
STD_44,A1,Science,B1,62.742218000865066,4.725778199913494,5,15.6643740857455,9,30.0,30.0,1.1094955282259078,2.021950687656739,1.9879130199016999,78.29030839989309,48.23128082530631,2,1,critical
STD_45,A3,Science,B3,43.58819058504334,5.641180941495666,2,18.31899283107274,1,33.99369674086569,43.81612420847646,1.8296264545029333,3.119811288648825,2.5970618759612054,56.047577038760096,39.500066256219796,4,1,critical
STD_46,A2,Technical,B1,83.83585421108802,2.616414578891198,5,10.310059459153742,13,71.3937451856205,70.00827447045111,3.096755605332863,4.222307002332561,3.9043978655998695,65.49561376900377,77.76458098262017,2,0,on_track
STD_47,A2,Science,B2,80.08080754304453,1.9919192456955472,6,5.9355429699439775,14,85.29210705999031,82.67880499238882,4.394584349821361,3.192807711705947,3.4761255472866974,95.05303725835154,83.38089409124143,5,0,on_track
STD_48,A2,Technical,B1,49.517262002945316,5.048273799705468,3,7.848459237672586,4,38.014375687177576,38.47131841158698,1.9273248829106486,2.018966424355505,2.2683227148064127,118.10355046413255,43.56856704300896,2,1,critical
STD_49,A1,Science,B2,96.8579363993437,0.31420636006563,7,8.062703451620655,6,67.5385326517528,69.81713488074189,2.966496622506188,3.778233294382574,3.3013367910331186,76.21570280064697,85.47592398099007,5,0,on_track
STD_50,A4,Technical,B2,100.0,0.0,4,5.379602671297434,7,77.13374189896471,72.6901835560447,4.635778910329579,4.454882459907124,4.746853429775913,121.98938162068114,91.70405676785737,5,0,on_track
STD_51,A3,Arts,B3,63.736416753298286,4.626358324670171,2,1.5760010875982875,10,59.83626296848372,60.0111889059415,2.138995173342993,3.1156966233450216,2.1128099119355985,68.35708518971336,62.00046479552029,1,0,critical
STD_52,A4,Technical,B2,92.49822886465509,1.750177113534491,5,11.909517026208643,7,86.46139253033925,92.75997257551144,4.252259135011699,5.0,4.815183445215383,86.76848371406581,89.22961516991836,5,0,on_track
STD_53,A4,Technical,B2,66.40503292513581,3.359496707486419,5,15.088513044300765,10,67.71403585007845,68.75035296372683,2.964249010341767,3.525588938966691,2.5723500682217804,101.50098606492452,62.460366543634834,0,0,on_track
STD_54,A2,Technical,B3,77.71674765316591,2.228325234683409,6,10.914587899399399,2,76.22837905566297,76.57064227265754,4.728519970711286,4.0022676886405835,4.282619188545081,83.75321069333903,80.0936282341853,2,0,on_track
STD_55,A4,Technical,B2,62.46356797468637,4.753643202531363,5,4.295587229390322,14,71.56568726255107,75.51912897679743,3.8774833669377626,2.555626138126463,2.704889275262231,86.19697991715277,64.68942895333295,3,0,needs_attention
STD_56,A1,Science,B3,100.0,2.0,7,3.8158677513833017,4,90.84819674659742,96.1818452334663,4.217754649644677,4.587757347173245,4.5926670162841186,104.5818951242473,94.52015007089946,3,0,on_track
STD_57,A1,Arts,B3,70.55974159005153,4.944025840994847,1,0.6554265342062902,5,45.458634790747425,44.957708241844045,2.133074094877185,3.154523232816479,2.6645796281995944,71.80091755975761,63.08077042285119,3,1,critical
STD_58,A1,Technical,B2,76.89673534235193,3.310326465764807,0,16.290568922742587,14,63.342416101414436,59.54896764478924,4.097749492060986,3.491772461024544,3.563524755630682,106.35031878957994,72.53479778098475,0,0,on_track
STD_59,A2,Science,B2,64.6809391880426,3.53190608119574,7,6.748213264900601,12,41.01854928838527,42.532175716179154,1.5777896485542484,3.0582785212778276,2.7483564984264865,81.10882584936549,51.72488162207177,5,1,critical
STD_60,A2,Arts,B1,100.0,0.0,3,16.66644660824891,1,79.26750599074002,66.51579615215363,3.081151213421722,4.861994469141759,3.702572892981726,72.22979502165516,97.96029561098736,2,0,critical
STD_61,A1,Arts,B3,100.0,2.0,7,16.77615015453889,1,95.46808089572627,93.78550493169544,4.91890747601822,4.830460813186576,3.9653259948553714,82.15031961734792,92.24111243372862,4,0,on_track
STD_62,A4,Arts,B1,99.46393771894411,2.053606228105589,6,2.536474146260871,10,97.0590043330086,77.28652506649452,5.0,4.637534770812964,4.972857895566028,37.39891191027423,93.3445916450162,4,0,on_track
STD_63,A2,Arts,B2,89.34660522521433,2.0653394774785667,6,3.5240007804635,3,86.5584507937289,73.1521165262369,4.660939826381375,4.53485684416683,4.067918719449918,95.71314325610005,91.57311329183746,1,0,on_track
STD_64,A1,Technical,B1,65.62815679598921,5.437184320401078,7,12.768136032136677,10,72.7987762804097,58.18928948507601,3.9762516944564608,3.1242004481160732,3.2907231783830144,108.89540766497134,77.25208257682962,0,0,needs_attention
STD_65,A2,Technical,B3,87.41775143943627,2.2582248560563727,2,0.0,3,77.09444911148053,85.47326305110494,4.740075280940926,3.5731039488607,4.00138564301903,72.76587916411899,80.40141954710678,2,0,on_track
STD_66,A1,Science,B1,74.89435801612896,4.510564198387104,1,7.319268611494294,12,93.93900198189984,94.05085650965444,3.8378813539069743,3.761908811935416,3.3726969280123917,99.15794417483438,84.57632246610304,5,0,on_track
STD_67,A4,Science,B3,94.68612932613948,2.531387067386052,2,4.840592061352409,8,78.77197423327561,68.67558204754494,3.337197114341114,4.675924467416185,3.8584425150611836,105.95441234430791,82.35864949765215,3,0,on_track
STD_68,A1,Science,B2,91.73853080048042,2.826146919951958,2,17.0819766296855,9,81.01972144329167,84.94824979085452,4.382087739137678,3.797112813746433,3.668015710265589,80.83171488849005,82.8060804771584,0,0,on_track
STD_69,A4,Arts,B2,65.26101632886113,3.473898367113887,7,9.278987794636166,14,50.54661766391273,58.455853498844874,1.974518132338416,2.9674000930947875,2.519674068256516,113.36119129079395,65.03624782148518,0,0,needs_attention
STD_70,A3,Arts,B3,89.21738704255824,1.0782612957441757,4,4.654426408058194,11,68.6472242130769,72.71510866225589,2.704067224024163,4.759405632633592,3.363112851603221,89.15548471678079,82.8181370645514,2,0,critical
STD_71,A1,Technical,B2,85.2305167506589,1.4769483249341107,4,3.3195246615076046,12,73.24257086727036,71.73288983932967,4.595050819506153,3.6933008682025927,4.153219763488977,132.8206259720605,86.25148717300738,5,0,on_track
STD_72,A1,Arts,B2,40.0,8.0,4,17.47024798662397,1,30.0,31.859892947354936,1.0,1.3789104651357533,1.5380575438492399,37.28642061999556,41.43154377218176,1,1,critical
STD_73,A4,Arts,B2,87.01404959444193,2.2985950405558073,1,4.8150409209037655,14,70.79459148491983,78.00656375006169,3.3640935556906686,4.188260668726228,4.010888943296098,88.12431376539611,70.07851788504622,5,0,on_track
STD_74,A3,Arts,B2,68.52306317039691,4.147693682960309,2,8.896278811147809,11,66.0943316385574,62.34036493725616,3.2750328563121682,3.7376192934258277,3.4818128672265245,81.25649110486532,61.57179885738317,1,0,on_track
STD_75,A3,Science,B3,61.7093631850249,4.8290636814975105,0,6.633446069137689,2,54.086473606483686,54.32540899254629,3.358892001305823,3.9906319546125926,3.3781407824332623,80.04242116609882,60.03258636149746,1,0,needs_attention
STD_76,A3,Science,B1,62.35109093559386,4.764890906440614,3,2.177205246363643,10,74.96400120309522,72.90645684624377,2.813798531013526,3.4470222242065347,3.1781635123868046,95.50216515356254,58.9108051378916,3,0,on_track
STD_77,A1,Technical,B1,72.97135656551953,2.7028643434480473,4,2.7226887049347286,2,71.99326097024118,59.0859341490213,3.8074006242651834,4.1909816983540304,3.7904754239694816,150.0,67.30859311438779,3,0,on_track
STD_78,A2,Arts,B2,82.20089370130025,1.7799106298699754,4,4.270052093046507,4,76.01085776063415,83.34340320578856,3.355354358901669,4.283393499315844,3.8797109667192147,100.20176992134526,86.85971634708586,2,0,on_track
STD_79,A1,Arts,B1,54.518069667117295,6.54819303328827,6,10.231918881970124,2,39.055333571540636,55.513508491492715,2.266572284873257,2.3833454935344998,1.8103733239679785,77.74383968606818,45.6251458458322,5,1,critical
STD_80,A4,Technical,B1,77.84771754318696,4.215228245681304,2,8.118108616063768,7,75.35132782860506,68.36097085867554,3.3141625284168237,4.218241415457804,4.008380288838007,66.99986830024304,80.40065455045938,1,0,on_track
STD_81,A3,Arts,B2,83.65137099289608,2.6348629007103925,2,7.1902643981165815,13,86.11401113224038,93.81545301133077,5.0,4.139764525180744,4.579847231494317,54.02355604337296,84.49558569787212,2,0,on_track
STD_82,A2,Arts,B2,100.0,0.0,1,2.5565618492449547,9,100.0,93.26404976190719,4.549514990786872,5.0,5.0,123.40521662736175,96.60031872852691,1,0,on_track
STD_83,A1,Science,B1,58.84964746162305,5.115035253837695,1,16.860666994679725,7,54.81382264755623,55.87612516817275,1.509701279432853,2.469467459905672,2.3814028082220804,68.48914061249732,48.914271172493656,0,1,critical
STD_84,A2,Technical,B3,69.75581719833295,5.024418280166705,4,14.764338879451616,12,40.247299174653655,52.31139736497187,1.6179403338620322,3.7210137603365507,2.839333128025608,136.9610756640788,59.11892052168312,4,1,critical
STD_85,A2,Technical,B2,78.92494459044718,4.107505540955282,2,8.43195920500109,6,66.21387424147686,62.05036235833997,3.1800436567893957,3.885993131139411,3.495820501852133,106.8267046629347,81.11354414620337,4,0,on_track
STD_86,A3,Technical,B3,92.21113995287409,1.7788860047125907,0,8.050177403417573,10,72.8153458293223,72.69785451418731,4.181944228047269,4.726185871235746,4.235183740531007,102.93675944539632,81.1951849046246,1,0,on_track
STD_87,A3,Technical,B1,70.4366417824228,4.956335821757721,3,8.095894614492945,1,69.43718410906529,55.02516013700067,2.842651790170804,3.479295501708574,3.443696434449929,93.1008988090536,70.3798504842241,2,0,on_track
STD_88,A4,Science,B2,92.97962057986577,1.7020379420134233,7,0.0,11,98.71411818088795,93.4004834293181,4.31638284548736,4.510379471322447,4.34454022100899,104.5693455910422,87.67447560351468,3,0,on_track
STD_89,A2,Science,B3,45.9395652528531,5.40604347471469,2,10.508508539344813,10,48.15033989373377,32.90016131772813,2.8878059465411807,2.539323652451859,3.06407418938101,59.07844371915115,43.46299915295514,5,1,critical
STD_90,A1,Arts,B2,56.19977710317171,5.380022289682829,6,11.908094095938909,9,47.17108819474809,50.60451315374807,1.6709418507563014,2.6069432907128034,2.2591895198551377,43.069834475178844,54.29270983711006,1,1,critical
STD_91,A3,Arts,B1,80.22966516501332,1.9770334834986685,7,0.0,5,90.17095359980588,96.8240540714185,4.419055959294449,3.2171391930618705,3.940496714353089,79.10113005218986,87.92475964092941,1,0,on_track
STD_92,A3,Arts,B3,53.83763252868187,4.616236747131813,2,12.113292093104826,11,53.90353669277958,52.13045760021315,2.615851242904473,1.754896588592871,2.36373175383906,76.5516917804662,56.6437379441119,5,1,critical
STD_93,A2,Arts,B1,57.38294209849925,6.261705790150075,5,9.858822400426028,5,53.24654895821219,55.53364469626653,2.7711172160820903,2.9613553896384515,2.5903482213290037,65.73512502468783,45.57062828864824,3,1,needs_attention
STD_94,A3,Science,B1,67.08334703631091,5.291665296368909,1,11.98133389954222,6,70.29260009694391,67.68675645494034,3.1397058996558957,3.1305584444511174,2.8284912988914197,57.820002518956485,66.08237406489039,1,0,needs_attention
STD_95,A2,Technical,B2,86.57158487873735,3.3428415121262645,6,7.090848275275835,9,97.80841505198565,100.0,4.426923559262001,3.464029655220842,3.628463772732454,78.32158614011918,86.22991139656355,0,0,on_track
STD_96,A2,Science,B3,46.56052738039067,6.343947261960933,3,17.59871963309518,13,33.66399039829309,34.69968587929468,1.8506467407908005,2.3812938525464236,2.4302193711314093,93.99491302965416,39.85677120846642,3,1,critical
STD_97,A2,Arts,B1,77.55447543243591,3.2445524567564092,4,9.375696559676843,8,67.09576098359025,51.210454137161776,2.9067901225946198,3.8307864941351157,3.085071832109326,103.7411534041009,72.81503247546092,0,0,on_track
STD_98,A1,Science,B1,90.49445920729208,2.950554079270792,6,12.96263637263083,8,72.70416053099079,80.22400707573335,2.9552234314899524,4.274916163753238,3.3687218851629943,98.67542552171614,88.71009919274775,4,0,on_track
STD_99,A1,Technical,B3,72.07582187356563,3.792417812643437,2,14.216048523518163,14,73.18007936609006,70.06373700942483,4.2729039622303455,3.7271957527687074,4.161304995591469,97.77986946278872,73.99371005404304,5,0,critical
STD_100,A1,Technical,B1,69.4675465561119,5.05324534438881,4,4.455466713946757,8,51.868319125637186,41.705283355969954,2.8374636469714503,4.130924332859497,3.4085792525250165,62.09510392616929,69.51701544835743,3,0,needs_attention
STD_101,A3,Science,B1,81.0265692383786,2.89734307616214,2,4.202258726056401,1,55.73352729350974,52.22205551475771,3.670427562558157,4.693623821261499,4.068087419282242,74.60478878409319,67.41180088829515,3,0,on_track
STD_102,A2,Science,B3,72.1183342091784,2.78816657908216,4,10.04621999271344,1,59.49618688680985,44.279629698438335,3.3667931699489655,3.6777990320132123,3.3823296103330134,92.27946859215302,59.984092490621876,2,0,needs_attention
STD_103,A2,Science,B3,95.8574967186112,0.4142503281388798,3,3.586563909348018,8,91.95685966307781,81.95774517316546,3.9637711573381416,4.750519619499133,3.6594558850662326,77.83857174064913,100.0,2,0,on_track
STD_104,A4,Arts,B3,58.328804817983475,6.167119518201653,1,9.974085671920173,5,46.87799832289103,48.021595203814144,2.3920845361745497,2.9953078447050143,2.403631732650577,81.33236737075593,55.91575840944965,5,1,critical
STD_105,A1,Science,B3,74.22533767252372,3.5774662327476277,3,15.010290343600676,9,70.8032115654795,72.61690505620403,3.032346450914852,3.8657703500133604,3.8035273415287336,61.86217695520638,69.14012839291155,3,0,on_track
STD_106,A2,Science,B2,78.08529562441026,3.1914704375589737,5,6.639638546598623,2,76.32813120119778,78.77964187523912,2.9906017617007468,3.7701156926914856,3.218539296735924,56.05038922353286,79.5715442476767,4,0,on_track
STD_107,A3,Science,B3,69.3231892223031,3.06768107776969,0,3.2230343365267786,9,52.49058532726984,52.51626426937782,2.4009295698285005,3.553430991091706,2.407033368654781,99.38316973204908,66.76644550028695,1,0,needs_attention
STD_108,A1,Technical,B2,40.0,6.0,1,6.8309999918220266,12,31.390503197871986,30.0,2.0602915975431597,1.2131852144791013,1.3343401343505834,90.54091704355521,37.15215534418675,5,1,on_track
STD_109,A1,Technical,B2,72.58642637926211,4.741357362073789,3,20.653139868037293,14,50.53546984476182,50.0997967290773,2.6642298476318445,3.6699957606364872,3.2750689935606645,73.67679331148221,60.1208616253293,5,0,needs_attention
STD_110,A1,Arts,B2,88.502654803687,1.1497345196313007,5,5.258637117705115,8,82.9268846961227,79.42922512053961,3.450897169176749,4.663539537696653,4.159228736198423,63.84207575242577,84.0660327363829,2,0,on_track
STD_111,A1,Arts,B1,86.67163779189026,3.332836220810974,0,1.511597444721422,9,80.08338359859037,67.0771308139889,3.76299839232315,4.0886609185913105,3.8375454716888253,49.168375115687084,85.48944360381931,4,0,on_track
STD_112,A4,Technical,B2,80.321677232553,1.9678322767447,5,0.0,4,75.98678718486772,69.80746725678301,3.727906066572396,3.968347539484601,3.6413655889029886,127.00084160696511,79.58216099025732,5,0,on_track
STD_113,A4,Technical,B2,58.532064624761645,4.146793537523836,2,6.0236103241532675,1,59.733899011633696,66.8502288609859,2.1421387235962626,2.37085054088752,1.8358358365150782,81.49384938248002,65.07409866843754,4,1,critical
STD_114,A3,Technical,B1,80.92964193687726,2.907035806312274,7,6.924425209175357,1,62.78539295071135,75.49174616715091,3.4958558301598734,3.4213253053642063,3.5690460786856426,78.30495502507368,72.29239128040075,5,0,on_track
STD_115,A4,Science,B1,66.39843267686643,3.3601567323133565,2,13.10602526445172,5,34.54131603072489,39.7515163836744,1.6126982884068686,3.4253291728229174,2.77037485591523,75.92098506188364,48.83678302653224,2,1,critical
STD_116,A4,Science,B1,80.30224358923,1.9697756410769998,4,11.231501473385835,2,74.12451597489152,86.47409806283083,3.0109283682785475,3.650330671592692,3.7172935205511735,51.8844767916364,90.71642419134477,1,0,on_track
STD_117,A1,Technical,B3,76.82257517102573,4.317742482897427,1,9.286010377533252,14,73.6275346077758,74.31064348885546,2.9577899335182565,2.952715927763274,2.6220767230337523,100.8092570608375,76.41699994316444,2,0,on_track
STD_118,A4,Science,B1,60.354370930749425,3.9645629069250576,2,6.693719976127113,8,57.807605767820334,71.74661444544064,3.4407122608518224,2.4618293969702503,3.360927723032893,120.1793393030814,63.50697865502547,5,0,needs_attention
STD_119,A2,Science,B1,61.61316240964645,5.838683759035355,6,12.536693026143805,10,58.41049468565025,74.84640220827889,2.730118218209653,2.597468573586288,2.6468097697186335,65.15144102723568,62.94133718017737,4,0,critical
STD_120,A4,Arts,B2,80.32533681632275,1.9674663183677255,5,0.0,11,53.827499953914725,39.95974396962522,3.286551012173942,4.403557089682009,3.853025639949267,137.8318091410987,70.65907426416399,0,0,needs_attention
STD_121,A4,Technical,B1,71.68330357067248,2.831669642932752,1,17.73707411257884,5,68.8681087682714,70.64005522533407,4.229483178364927,3.6737221842178576,4.219680293480831,83.51355379611422,69.41850699599621,2,0,on_track
STD_122,A2,Technical,B3,62.39577854014306,5.760422145985694,7,14.030950125268749,5,58.24844654903846,58.9398880617388,3.4236464638798854,2.6839878279285028,2.891530974860274,114.53295184094493,46.717767226911626,4,0,critical
STD_123,A1,Science,B1,61.1575471540975,4.88424528459025,6,14.219196383231612,2,63.56108967560722,60.16825915093443,2.9113386104716157,2.7639944052192953,2.188525607440747,86.72319446296254,56.80285795871228,2,0,needs_attention
STD_124,A1,Technical,B3,70.44253728020676,4.955746271979324,2,4.58497936259627,7,57.50604954157606,61.44137384678716,1.6263789172951628,4.178169072063951,3.113732459138285,91.3438924202033,66.91353825184096,5,0,needs_attention
STD_125,A2,Arts,B1,98.52157192077314,2.147842807922686,4,13.561086014405667,13,89.19386754228302,89.52286809141803,4.616191529381565,5.0,4.912666987979304,136.1393008106923,81.19562397934261,4,0,on_track
STD_126,A4,Arts,B1,67.10882951682062,5.289117048317938,3,7.989031243186462,8,68.48061727484622,62.59702591170988,4.469819048631585,2.7964112618501167,3.525032101177758,99.20849353044733,68.01563658358226,1,0,on_track
STD_127,A4,Arts,B1,74.78970692613618,3.5210293073863825,4,3.758238693293566,10,73.71800289931697,73.50516205902112,3.668205105878936,4.321248276119972,4.181486094180612,94.8918150297245,77.66717786973011,4,0,on_track
